,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
872,4.0,68.0,88.0,136000.0,176000.0,,False,"['data science', 'data analysis', 'SQL', 'R', 'Python', 'machine learning', 'A/B testing', 'statistical methods']"
873,4.0,,,,,MS,False,"['Python', 'SQL', 'Data warehouse', 'Data visualization']"
874,3.0,,,,,BS or MS,False,"['data visualization', 'SQL', 'communication', 'attention to detail']"
875,6.0,,,191983.0,223063.0,,True,"['data analysis', 'communication', 'mentoring', 'SQL', 'BI tools', 'Python', 'statistics']"
876,3.0,,,150000.0,160000.0,BS,True,"['Python', 'Machine Learning', 'SQL', 'Data Engineering', 'Data Visualization']"
877,3.0,,,,,MS/PhD,False,"['data analysis', 'machine learning', 'optimization', 'experimental workflows', 'problem-solving', 'collaboration', 'communication']"
878,,,,,,MS,True,"['Programming (C# & Python)', 'Object-Oriented Programming', 'Training CNNs', 'Traditional machine learning', 'Data retrieval', 'Data plotting', 'Image processing algorithms', 'Communication skills', 'Presentation skills']"
879,,65.0,75.0,,,BS/MS,True,"['Python', 'R', 'TensorFlow', 'PyTorch', 'Keras', 'scikit-learn', 'SQL', 'NoSQL', 'big data', 'AWS', 'Google Cloud', 'Microsoft Azure', 'accuracy', 'precision', 'recall', 'RMSE', 'AUC-ROC', 'GitHub', 'GitLab', 'analytical', 'problem-solving', 'communication']"
880,2.0,,,,,MS,False,"['data science', 'machine learning', 'data analysis', 'programming', 'cloud platforms']"
881,5.0,,,100000.0,135000.0,BS,False,"['Python', 'SQL', 'statistical modeling', 'a/b testing', 'data modeling', 'machine learning', 'data extraction', 'cloud platforms', 'analytics']"
882,6.0,,,,,,False,"['Python', 'R', 'SQL', 'Git', 'AWS Sagemaker', 'SAS', 'statistics', 'Bayesian', 'Markov-Chain modelling', 'TensorFlow', 'Linear Algebra', 'NLP', 'data science life cycle']"
883,3.0,,,115000.0,185000.0,BS/MS,False,"['Machine Learning', 'Python', 'Data Science', 'Data Modeling', 'Big Data', 'Cloud Computing', 'Statistical Models', 'Anomaly Detection', 'Time Series', 'Neural Networks']"
884,10.0,0.0,0.0,167000.0,210000.0,MS,True,"['statistical modeling', 'machine learning', 'data analysis', 'Python programming', 'SQL', 'big data technologies']"
885,,,,,,Graduate degree,False,"['machine learning', 'Python', 'ML algorithms', 'NLP', 'computer vision', 'information retrieval', 'analytical thinking', 'problem-solving', 'communication skills']"
886,1.0,,,,,BS,False,"['python', 'machine learning', 'computer vision', 'object detection', 'data science', 'statistics', 'analytics']"
887,5.0,,,151000.0,246500.0,MS,False,"['machine learning', 'programming', 'distributed cloud systems', 'deep learning', 'communication skills']"
888,6.0,85.0,127.0,177000.0,266000.0,MS,True,"['analytics', 'coding', 'statistical analysis', 'business recommendations', 'data analysis', 'communication', 'leadership', 'problem-solving']"
889,1.0,110.0,115.0,,,MS,False,"['Machine Learning', 'Python', 'SQL', 'statistical modeling', 'data analysis', 'Tensorflow', 'PyTorch', 'scikit-learn', 'problem-solving', 'communication', 'collaboration', 'MLOps', 'Docker', 'Kubernetes', 'mentoring']"
890,4.0,,,,,BS/MS,False,"['Machine Learning', 'Data Analysis', 'Excel', 'Data Mining', 'Python', 'Statistical Skills', 'Data Visualization', 'Presentation Skills']"
891,,,,,,,True,"['data analysis', 'quantitative research', 'statistical inference', 'analytical thinking', 'SQL', 'Python', 'R', 'machine learning', 'communication']"
892,5.0,,,153000.0,,,True,"['SQL', 'Python', 'data visualization', 'AWS', 'ML algorithms', 'consumer engagement']"
893,4.0,,,,,BS,False,"['SQL', 'R', 'Python', 'Data Science', 'ML algorithms', 'Ecommerce', 'Retail', 'communication', 'relationship-building']"
894,3.0,,,180000.0,210000.0,BS/MS,True,"['data analysis', 'predictive modeling', 'SQL', 'machine learning', 'data visualization', 'data warehousing', 'communication', 'problem-solving']"
895,4.0,,,,,MS,False,"['data analysis', 'data visualization', 'data quality', 'data architecture', 'Big Data', 'Hadoop', 'Hive', 'Spark', 'Python', 'Scala', 'Statistical analysis']"
896,,,,,,,True,"['Python', 'Diffusion models', 'image generation', 'data analysis', 'NN architectures', 'PyTorch', 'cloud platforms', 'AWS', 'GCP', 'Azure', 'Docker', 'Kubernetes', 'Streamlit', 'Gradio', 'distributed task queues', 'model serving architectures', 'monitoring', 'logging', 'observability']"
897,2.0,,,,,BS,True,"['C#', 'Python', 'Object-Oriented Programming', 'software architecture', 'training CNNs', 'traditional machine learning', 'data retrieval', 'data analysis', 'plotting', 'image processing', 'blob analysis', 'edge finding', 'morphology', 'feature extraction', 'classification', 'metrology', 'communication skills', 'presentation skills', 'MS Office', 'image processing development', 'statistical analysis', 'MEE concepts', 'Database Management Systems', 'Metrology', 'Inspection', 'Product Quality', 'optical measurement systems', 'physical optics']"
898,2.0,,,,,MS/PHD,False,"['Safety minded', 'Statistical Analysis', 'Data Management', 'Visualization Tools', 'Experimental Design', 'Communication', 'Problem Solving', 'Critical Thinking', 'Collaboration', 'Teamwork']"
899,5.0,,,155300.0,225300.0,BS,True,"['data engineering', 'Java', 'REST APIs', 'containerization', 'Hadoop', 'Spark', 'Python', 'SQL', 'data pipelines', 'machine learning', 'ETL', 'UI technologies', 'Agile', 'TDD', 'CI/CD']"
900,,,,220000.0,,PhD,False,"['Python', 'C++', 'Tensorflow', 'PyTorch', 'machine learning', 'deep learning', 'reinforcement learning', 'cloud environments', 'multi-machine setups', 'open source']"
901,3.0,,,100000.0,175000.0,,True,"['Developer Advocate', 'Data Scientist', 'AI ML Engineer', 'Solutions Engineer', 'Product Manager', 'Technical Communication', 'Python', 'Generative AI', 'Machine Learning', 'Data Science', 'Technical Communities']"
902,,,,,,,True,"['AI', 'Data Science', 'DevOps', 'Cloud', 'Data Analysis', 'Machine Learning', 'Data Visualization', 'Communication']"
903,2.0,,,,,BS,False,"['Python', 'C++', 'ML Infra', 'ML-related problems']"
904,2.0,41.0,59.0,86691.0,123844.0,BS/MS/PHD,True,"['data analysis', 'data visualization', 'communication', 'Python', 'SQL', 'BigQuery', 'Tableau']"
905,3.0,,,160000.0,260000.0,MS or PhD,True,"['machine learning', 'statistics', 'Python', 'SQL', 'cloud platforms', 'communication', 'presentation']"
906,0.0,,,,,B.S/M.S.,False,"['CRISPR screening', 'NGS preparation', 'INDEL calling', 'long-read sequencing', 'process improvements', 'documentation', 'molecular biology', 'data analysis', 'vector design']"
907,5.0,,,,,BS/MSc/PhD,False,"['data pipelines', 'data mining', 'machine learning', 'SQL', 'Python', 'Java', 'ELK Stack', 'business intelligence', 'data analysis', 'statistics', 'problem-solving', 'collaboration']"
908,2.0,,,,,BS/MS/PHD,False,"['machine learning', 'data mining', 'statistics', 'algorithms', 'programming', 'R', 'Python', 'SAS', 'MATLAB', 'data analysis', 'reporting', 'visualization']"
909,2.0,,,144000.0,180000.0,Ph.D.,True,"['Python', 'data analysis', 'optimization models', 'collaboration', 'communication']"
910,6.0,83.0,116.0,173000.0,242000.0,BS,False,"['data analysis', 'experimentation', 'data mining', 'SQL', 'Python', 'R']"
911,0.0,,,61600.0,154825.0,BS/MS,True,"['data science', 'machine learning', 'Python', 'R', 'SQL', 'Spark', 'Git', 'data management', 'statistical modeling', 'time-series forecasting', 'geospatial analytics', 'Hadoop']"
912,5.0,,,,,BS,True,"['predictive modeling', 'machine learning', 'statistical modeling', 'data visualization', 'big data technologies', 'version control', 'data pipelines', 'communication skills', 'analytical skills']"
913,5.0,,,164000.0,268000.0,BS,True,"['Machine Learning', 'Research', 'Causal Inference']"
914,,,,,,,True,"['AI', 'Data Science', 'DevOps', 'Cloud', 'Data Cleaning', 'Data Analysis', 'Machine Learning', 'CI/CD', 'Infrastructure Provisioning', 'Data Visualization', 'Predictive Models', 'Collaboration']"
915,,,,,,,False,"['Machine Learning', 'Python', 'Deep Learning', 'Gen AI', 'Computer Vision', 'Opensource', 'Azure Cloud', 'Studio', 'LLM', 'Images experience']"
916,4.0,,,,,MS,False,"['data analysis', 'data architecture', 'visualization', 'big data', 'Python', 'Scala', 'communication', 'presentation', 'mathematics']"
917,2.0,50.0,57.5,100000.0,115000.0,MS,False,"['Data Science', 'Python', 'SQL', 'R', 'SAS', 'Data Mining', 'Statistical Analysis', 'BI Tools']"
918,5.0,,,,,"Advanced degree in Computer Science, Statistics, Mathematics, Engineering or related field",False,"['ML frameworks', 'search ranking algorithms', 'recommendation systems', 'A/B testing', 'causal inference', 'SQL', 'Python']"
919,5.0,,,150000.0,223000.0,MS,False,"['analytics', 'coding', 'statistical analysis', 'data extraction']"
920,2.0,,,100000.0,160000.0,Ph.D.,False,"['bioinformatics', 'computational biology', 'machine learning', 'AI', 'programming', 'data analysis', 'deep learning', 'cloud computing', 'high-dimensional data', 'team collaboration', 'inflammatory diseases']"
921,1.0,,,,,,False,"['Python', 'machine learning', 'C', 'C++']"
922,,,,,,,True,"['AI', 'Data Science', 'DevOps', 'Cloud', 'Data Analysis', 'Machine Learning', 'Data Preprocessing', 'Collaboration']"
923,5.0,70.0,80.0,,,,False,"['SQL', 'Data analysis', 'Data', 'Ad-hoc Analysis', 'Machine learning', 'data modeling', 'Predictive modelling', 'Statistics', 'python', 'marketing analysis', 'marketing campaign']"
924,2.0,,,181000.0,272000.0,BS/MS/PHD,False,"['compiler code', 'performance optimization', 'C++', 'Python', 'machine learning frameworks']"
925,,,,,,MS,False,"['Computer Science', 'Statistics', 'Algorithms', 'Machine Learning', 'Problem-solving', 'Analytical', 'Teamwork']"
926,3.0,,,160000.0,230000.0,,False,"['Python', 'PyTorch', 'high performance', 'low-level operating systems', 'multi-threading', 'memory management', 'networking', 'storage', 'CUDA', 'Triton']"
927,,,,,,MS,True,"['Python', 'deep learning', 'computer vision', 'generative models', 'PyTorch', 'TensorFlow', 'reinforcement learning', 'policy optimization']"
928,3.0,,,136000.0,170000.0,MS,False,"['SQL', 'Python', 'R', 'data manipulation', 'data analysis', 'data modeling', 'communication', 'presentation']"
929,5.0,,,,,,True,"['cloud-based architectures', 'public cloud platforms', 'MLOps', 'CI/CD', 'TDD', 'BDD', 'ML frameworks', 'data modeling', 'mathematics', 'statistics', 'algorithms', 'containerization', 'software languages', 'infrastructure', 'analytical skills', 'communication skills', 'self-starter', 'business-minded']"
930,7.0,65.0,95.0,136850.0,198450.0,Four-year or Graduate Degree,,"['Data Science', 'Machine Learning', 'Big Data', 'Data Mining', 'Deep Learning', 'Data Visualization', 'Programming Languages', 'Statistics', 'Predictive Modeling', 'Time-Series Forecasting', 'Python', 'SQL', 'Scikit-learn', 'Tensorflow', 'PyTorch', 'Pandas', 'Numpy', 'Power BI', 'Databricks', 'Microsoft Azure', 'NLP']"
931,4.0,68.0,88.0,136000.0,176000.0,,False,"['data science', 'data analysis', 'SQL', 'R', 'Python', 'experimentation', 'statistical methods', 'data governance', 'mentorship']"
932,3.0,,,,,MS,False,"['PyTorch', 'medical imaging', 'Git', 'Jupyter Notebooks', 'AWS', 'GPU computing']"
933,2.0,27.0,51.0,57582.0,106345.0,MS/PhD,True,"['data mining', 'modeling', 'SAS', 'SQL', 'R/Python', 'credit', 'analytics', 'problem-solving', 'business acumen', 'communication', 'AI/ML', 'credit bureau data']"
934,,,,250000.0,300000.0,PhD,False,"['machine learning', 'deep learning', 'language models', 'programming', 'NLP', 'reinforcement learning', 'data processing']"
935,3.0,,,,,BS,False,"['Data Science', 'Python', 'Machine Learning', 'Computer Vision', 'Object Detection']"
936,,,,,,Currently pursuing any degree,True,"['AI', 'Data Science', 'DevOps', 'Cloud technologies', 'Data analysis', 'Machine learning', 'Collaboration', 'Data preprocessing', 'Data visualization']"
937,3.0,,,,,BS,False,"['proposal development', 'proposal management', 'content creation', 'quality assurance', 'knowledge management', 'process improvement', 'written communication', 'attention to detail', 'project management', 'interpersonal skills', 'problem solving', 'ADOBE Creative Suite', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop']"
938,5.0,65.0,70.0,,,,True,"['Python', 'SQL', 'machine learning', 'statistical modeling', 'time-series analysis', 'forecasting', 'cloud computing', 'containerization', 'orchestration', 'communication', 'data insights', 'product strategy']"
939,2.0,,,109700.0,142580.0,MS,True,"['data science', 'machine learning', 'SQL', 'Python', 'big data', 'NLP', 'recommendation algorithm', 'clustering', 'deep learning', 'A-B testing']"
940,4.0,,,172000.0,215000.0,M.S./PHD,True,"['SQL', 'Python', 'Machine Learning', 'Statistical Analysis', 'Data Visualization', 'Mentorship']"
941,,,,,,,False,"['machine learning', 'large language models', 'backend development', 'Python', 'Django', 'SQL', 'cloud infrastructure', 'GCP', 'AWS']"
942,1.0,,,,,BS,False,"['data science', 'data extraction', 'data cleaning', 'machine learning', 'artificial intelligence', 'risk assessment', 'statistics', 'R', 'Python']"
943,6.0,,,,,BS,True,"['Python', 'R', 'machine learning', 'TensorFlow', 'PyTorch', 'Scikit-learn', 'XGBoost', 'SQL', 'data wrangling', 'Pandas', 'Spark', 'data visualization', 'Matplotlib', 'Seaborn', 'Tableau', 'cloud platforms', 'AWS', 'GCP', 'Azure', 'big data', 'Hadoop', 'Hive', 'Databricks', 'statistical methods', 'NLP', 'time-series forecasting']"
944,,,,100000.0,,BS/MS,False,"['Core Java', 'javascript', 'C++', 'software programming', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'Github', 'Kubernates', 'REST API', 'Statistics', 'Gen AI', 'LLM', 'Sagemaker', 'Python', 'Computer Vision', 'data visualization']"
945,1.0,42.0,50.0,85000.0,100000.0,BS/BA,True,"['data visualization', 'Excel', 'SQL', 'PowerBI', 'machine learning']"
946,0.0,0.0,0.0,0.0,0.0,PhD,False,"['Machine Learning', 'Deep Learning', 'Reinforcement Learning', 'Python', 'Tensorflow', 'PyTorch', 'Data Pipelines', 'Cloud Computing', 'Statistics']"
947,3.0,,,,,BS,False,"['data science', 'statistical analysis', 'machine learning', 'predictive modeling', 'consumer behavior', 'segmentation modeling', 'database setup', 'demand modeling', 'regression', 'media mix modeling', 'marketing analytics', 'data integrity', 'data pipelines', 'data management', 'cloud platforms', 'A/B testing', 'communication', 'marketing metrics']"
948,3.0,,,,,BS/MS,False,"['data science', 'machine learning', 'generative AI', 'cloud computing', 'stakeholder management', 'Python', 'R', 'Scala', 'SQL', 'MySQL', 'KQL', 'data visualization', 'time series analysis', 'problem-solving', 'CI/CD', 'Docker']"
949,,,,180000.0,440000.0,,False,"['Python', 'JAX', 'Rust', 'Spark', 'data processing', 'distributed systems', 'AI training data']"
950,,,,,,"Ph.D., M.S. or Bachelors degree",False,"['statistics', 'machine learning', 'optimization', 'analytics', 'data analysis', 'Python', 'R', 'SQL', 'Tableau', 'data visualization', 'communication']"
951,3.0,,,,,MS,False,"['data querying', 'scripting languages', 'statistical modeling', 'machine learning', 'computer vision', 'optimization']"
952,6.0,,,,,B.E./ B. Tech / M. Tech/ MCA,False,"['GenAI', 'deep learning', 'Data Science', 'Python', 'Computer Vision', 'TensorFlow', 'PyTorch', 'AI/ML modeling', 'supervised learning', 'unsupervised learning', 'reinforcement learning', 'federated learning', 'time series forecasting', 'Bayesian statistics', 'optimization', 'NLP', 'LLM', 'cloud computing']"
953,8.0,,,160000.0,210000.0,MS,False,"['mathematical', 'computational', 'statistical', 'data management', 'data visualization', 'data modeling', 'programming', 'machine learning', 'data cleaning', 'data mining', 'artificial intelligence']"
954,4.0,,,232200.0,283800.0,BS/MS,False,"['machine learning', 'software engineering', 'Python', 'TensorFlow', 'PyTorch', 'cloud-based ML', 'LLMs', 'communication', 'collaboration']"
